district_year,location,year,POP,fips
South Carolina-Calhoun:2018,South Carolina-Calhoun,2018,14563,45017
South Carolina-Calhoun:2019,South Carolina-Calhoun,2019,14553,45017
South Carolina-Charleston:2000,South Carolina-Charleston,2000,310749,45019
South Carolina-Charleston:2001,South Carolina-Charleston,2001,313065,45019
South Carolina-Charleston:2002,South Carolina-Charleston,2002,317379,45019
South Carolina-Charleston:2003,South Carolina-Charleston,2003,321222,45019
South Carolina-Charleston:2004,South Carolina-Charleston,2004,328105,45019
South Carolina-Charleston:2005,South Carolina-Charleston,2005,331589,45019
South Carolina-Charleston:2006,South Carolina-Charleston,2006,334826,45019
South Carolina-Charleston:2007,South Carolina-Charleston,2007,337147,45019
South Carolina-Charleston:2008,South Carolina-Charleston,2008,341921,45019
South Carolina-Charleston:2009,South Carolina-Charleston,2009,346795,45019
South Carolina-Charleston:2010,South Carolina-Charleston,2010,350940,45019
South Carolina-Charleston:2011,South Carolina-Charleston,2011,357335,45019
South Carolina-Charleston:2012,South Carolina-Charleston,2012,364628,45019
South Carolina-Charleston:2013,South Carolina-Charleston,2013,371703,45019
South Carolina-Charleston:2014,South Carolina-Charleston,2014,379793,45019
South Carolina-Charleston:2015,South Carolina-Charleston,2015,389310,45019
South Carolina-Charleston:2016,South Carolina-Charleston,2016,396880,45019
South Carolina-Charleston:2017,South Carolina-Charleston,2017,402008,45019
South Carolina-Charleston:2018,South Carolina-Charleston,2018,406222,45019
South Carolina-Charleston:2019,South Carolina-Charleston,2019,411406,45019
South Carolina-Cherokee:2000,South Carolina-Cherokee,2000,52649,45021
South Carolina-Cherokee:2001,South Carolina-Cherokee,2001,53020,45021
South Carolina-Cherokee:2002,South Carolina-Cherokee,2002,53407,45021
South Carolina-Cherokee:2003,South Carolina-Cherokee,2003,53437,45021
South Carolina-Cherokee:2004,South Carolina-Cherokee,2004,53642,45021
South Carolina-Cherokee:2005,South Carolina-Cherokee,2005,53772,45021
South Carolina-Cherokee:2006,South Carolina-Cherokee,2006,54166,45021
South Carolina-Cherokee:2007,South Carolina-Cherokee,2007,54467,45021
South Carolina-Cherokee:2008,South Carolina-Cherokee,2008,54981,45021
South Carolina-Cherokee:2009,South Carolina-Cherokee,2009,55149,45021
South Carolina-Cherokee:2010,South Carolina-Cherokee,2010,55535,45021
South Carolina-Cherokee:2011,South Carolina-Cherokee,2011,55705,45021
South Carolina-Cherokee:2012,South Carolina-Cherokee,2012,55822,45021
South Carolina-Cherokee:2013,South Carolina-Cherokee,2013,56056,45021
South Carolina-Cherokee:2014,South Carolina-Cherokee,2014,56351,45021
South Carolina-Cherokee:2015,South Carolina-Cherokee,2015,56512,45021
South Carolina-Cherokee:2016,South Carolina-Cherokee,2016,56683,45021
South Carolina-Cherokee:2017,South Carolina-Cherokee,2017,56913,45021
South Carolina-Cherokee:2018,South Carolina-Cherokee,2018,57069,45021
South Carolina-Cherokee:2019,South Carolina-Cherokee,2019,57300,45021
South Carolina-Chester:2000,South Carolina-Chester,2000,34159,45023
South Carolina-Chester:2001,South Carolina-Chester,2001,34064,45023
South Carolina-Chester:2002,South Carolina-Chester,2002,34083,45023
South Carolina-Chester:2003,South Carolina-Chester,2003,33920,45023
South Carolina-Chester:2004,South Carolina-Chester,2004,33633,45023
South Carolina-Chester:2005,South Carolina-Chester,2005,33373,45023
South Carolina-Chester:2006,South Carolina-Chester,2006,33222,45023
South Carolina-Chester:2007,South Carolina-Chester,2007,33247,45023
South Carolina-Chester:2008,South Carolina-Chester,2008,33454,45023
South Carolina-Chester:2009,South Carolina-Chester,2009,33210,45023
South Carolina-Chester:2010,South Carolina-Chester,2010,33163,45023
South Carolina-Chester:2011,South Carolina-Chester,2011,32883,45023
South Carolina-Chester:2012,South Carolina-Chester,2012,32703,45023
South Carolina-Chester:2013,South Carolina-Chester,2013,32737,45023
South Carolina-Chester:2014,South Carolina-Chester,2014,32441,45023
South Carolina-Chester:2015,South Carolina-Chester,2015,32410,45023
South Carolina-Chester:2016,South Carolina-Chester,2016,32297,45023
South Carolina-Chester:2017,South Carolina-Chester,2017,32299,45023
South Carolina-Chester:2018,South Carolina-Chester,2018,32304,45023
South Carolina-Chester:2019,South Carolina-Chester,2019,32244,45023
South Carolina-Chesterfield:2000,South Carolina-Chesterfield,2000,42911,45025
South Carolina-Chesterfield:2001,South Carolina-Chesterfield,2001,43339,45025
South Carolina-Chesterfield:2002,South Carolina-Chesterfield,2002,43834,45025
South Carolina-Chesterfield:2003,South Carolina-Chesterfield,2003,44107,45025
South Carolina-Chesterfield:2004,South Carolina-Chesterfield,2004,44348,45025
South Carolina-Chesterfield:2005,South Carolina-Chesterfield,2005,44766,45025
South Carolina-Chesterfield:2006,South Carolina-Chesterfield,2006,45103,45025
South Carolina-Chesterfield:2007,South Carolina-Chesterfield,2007,45708,45025
South Carolina-Chesterfield:2008,South Carolina-Chesterfield,2008,46319,45025
South Carolina-Chesterfield:2009,South Carolina-Chesterfield,2009,46638,45025
South Carolina-Chesterfield:2010,South Carolina-Chesterfield,2010,46614,45025
South Carolina-Chesterfield:2011,South Carolina-Chesterfield,2011,46499,45025
South Carolina-Chesterfield:2012,South Carolina-Chesterfield,2012,46068,45025
South Carolina-Chesterfield:2013,South Carolina-Chesterfield,2013,46116,45025
South Carolina-Chesterfield:2014,South Carolina-Chesterfield,2014,46143,45025
South Carolina-Chesterfield:2015,South Carolina-Chesterfield,2015,46135,45025
South Carolina-Chesterfield:2016,South Carolina-Chesterfield,2016,46120,45025
South Carolina-Chesterfield:2017,South Carolina-Chesterfield,2017,45979,45025
South Carolina-Chesterfield:2018,South Carolina-Chesterfield,2018,45881,45025
South Carolina-Chesterfield:2019,South Carolina-Chesterfield,2019,45650,45025
South Carolina-Clarendon:2000,South Carolina-Clarendon,2000,32528,45027
South Carolina-Clarendon:2001,South Carolina-Clarendon,2001,32887,45027
South Carolina-Clarendon:2002,South Carolina-Clarendon,2002,33094,45027
South Carolina-Clarendon:2003,South Carolina-Clarendon,2003,33305,45027
South Carolina-Clarendon:2004,South Carolina-Clarendon,2004,33622,45027
South Carolina-Clarendon:2005,South Carolina-Clarendon,2005,33847,45027
South Carolina-Clarendon:2006,South Carolina-Clarendon,2006,34094,45027
South Carolina-Clarendon:2007,South Carolina-Clarendon,2007,34250,45027
South Carolina-Clarendon:2008,South Carolina-Clarendon,2008,34875,45027
South Carolina-Clarendon:2009,South Carolina-Clarendon,2009,34942,45027
South Carolina-Clarendon:2010,South Carolina-Clarendon,2010,34948,45027
South Carolina-Clarendon:2011,South Carolina-Clarendon,2011,34710,45027
South Carolina-Clarendon:2012,South Carolina-Clarendon,2012,34326,45027
South Carolina-Clarendon:2013,South Carolina-Clarendon,2013,34260,45027
South Carolina-Clarendon:2014,South Carolina-Clarendon,2014,34214,45027
South Carolina-Clarendon:2015,South Carolina-Clarendon,2015,34029,45027
South Carolina-Clarendon:2016,South Carolina-Clarendon,2016,34259,45027
South Carolina-Clarendon:2017,South Carolina-Clarendon,2017,34012,45027
South Carolina-Clarendon:2018,South Carolina-Clarendon,2018,33742,45027
South Carolina-Clarendon:2019,South Carolina-Clarendon,2019,33745,45027
South Carolina-Colleton:2000,South Carolina-Colleton,2000,38304,45029
South Carolina-Colleton:2001,South Carolina-Colleton,2001,38339,45029
South Carolina-Colleton:2002,South Carolina-Colleton,2002,38463,45029
South Carolina-Colleton:2003,South Carolina-Colleton,2003,38543,45029
South Carolina-Colleton:2004,South Carolina-Colleton,2004,38672,45029
South Carolina-Colleton:2005,South Carolina-Colleton,2005,38728,45029
South Carolina-Colleton:2006,South Carolina-Colleton,2006,38608,45029
South Carolina-Colleton:2007,South Carolina-Colleton,2007,38765,45029
South Carolina-Colleton:2008,South Carolina-Colleton,2008,39014,45029
South Carolina-Colleton:2009,South Carolina-Colleton,2009,38864,45029
South Carolina-Colleton:2010,South Carolina-Colleton,2010,38887,45029
South Carolina-Colleton:2011,South Carolina-Colleton,2011,38449,45029
South Carolina-Colleton:2012,South Carolina-Colleton,2012,38105,45029
South Carolina-Colleton:2013,South Carolina-Colleton,2013,37664,45029
South Carolina-Colleton:2014,South Carolina-Colleton,2014,37528,45029
South Carolina-Colleton:2015,South Carolina-Colleton,2015,37439,45029
South Carolina-Colleton:2016,South Carolina-Colleton,2016,37579,45029
South Carolina-Colleton:2017,South Carolina-Colleton,2017,37555,45029
South Carolina-Colleton:2018,South Carolina-Colleton,2018,37676,45029
South Carolina-Colleton:2019,South Carolina-Colleton,2019,37677,45029
South Carolina-Darlington:2000,South Carolina-Darlington,2000,67523,45031
South Carolina-Darlington:2001,South Carolina-Darlington,2001,67863,45031
South Carolina-Darlington:2002,South Carolina-Darlington,2002,68247,45031
South Carolina-Darlington:2003,South Carolina-Darlington,2003,68382,45031
South Carolina-Darlington:2004,South Carolina-Darlington,2004,68155,45031
South Carolina-Darlington:2005,South Carolina-Darlington,2005,68185,45031
South Carolina-Darlington:2006,South Carolina-Darlington,2006,68424,45031
South Carolina-Darlington:2007,South Carolina-Darlington,2007,68489,45031
South Carolina-Darlington:2008,South Carolina-Darlington,2008,68773,45031
South Carolina-Darlington:2009,South Carolina-Darlington,2009,68705,45031
South Carolina-Darlington:2010,South Carolina-Darlington,2010,68522,45031
South Carolina-Darlington:2011,South Carolina-Darlington,2011,68168,45031
South Carolina-Darlington:2012,South Carolina-Darlington,2012,68056,45031
South Carolina-Darlington:2013,South Carolina-Darlington,2013,67808,45031
South Carolina-Darlington:2014,South Carolina-Darlington,2014,67647,45031
South Carolina-Darlington:2015,South Carolina-Darlington,2015,67520,45031
South Carolina-Darlington:2016,South Carolina-Darlington,2016,67259,45031
South Carolina-Darlington:2017,South Carolina-Darlington,2017,66981,45031
South Carolina-Darlington:2018,South Carolina-Darlington,2018,66759,45031
South Carolina-Darlington:2019,South Carolina-Darlington,2019,66618,45031
South Carolina-Dillon:2000,South Carolina-Dillon,2000,30699,45033
South Carolina-Dillon:2001,South Carolina-Dillon,2001,30995,45033
South Carolina-Dillon:2002,South Carolina-Dillon,2002,31000,45033
South Carolina-Dillon:2003,South Carolina-Dillon,2003,31093,45033
South Carolina-Dillon:2004,South Carolina-Dillon,2004,31241,45033
South Carolina-Dillon:2005,South Carolina-Dillon,2005,31239,45033
South Carolina-Dillon:2006,South Carolina-Dillon,2006,31373,45033
South Carolina-Dillon:2007,South Carolina-Dillon,2007,31433,45033
South Carolina-Dillon:2008,South Carolina-Dillon,2008,31585,45033
South Carolina-Dillon:2009,South Carolina-Dillon,2009,31817,45033
South Carolina-Dillon:2010,South Carolina-Dillon,2010,32078,45033
South Carolina-Dillon:2011,South Carolina-Dillon,2011,31750,45033
South Carolina-Dillon:2012,South Carolina-Dillon,2012,31530,45033
South Carolina-Dillon:2013,South Carolina-Dillon,2013,31411,45033
South Carolina-Dillon:2014,South Carolina-Dillon,2014,31296,45033
South Carolina-Dillon:2015,South Carolina-Dillon,2015,31141,45033
South Carolina-Dillon:2016,South Carolina-Dillon,2016,30719,45033
South Carolina-Dillon:2017,South Carolina-Dillon,2017,30496,45033
South Carolina-Dillon:2018,South Carolina-Dillon,2018,30612,45033
South Carolina-Dillon:2019,South Carolina-Dillon,2019,30479,45033
South Carolina-Dorchester:2000,South Carolina-Dorchester,2000,96757,45035
South Carolina-Dorchester:2001,South Carolina-Dorchester,2001,98683,45035
South Carolina-Dorchester:2002,South Carolina-Dorchester,2002,101067,45035
South Carolina-Dorchester:2003,South Carolina-Dorchester,2003,104119,45035
South Carolina-Dorchester:2004,South Carolina-Dorchester,2004,107337,45035
South Carolina-Dorchester:2005,South Carolina-Dorchester,2005,113235,45035
South Carolina-Dorchester:2006,South Carolina-Dorchester,2006,120136,45035
South Carolina-Dorchester:2007,South Carolina-Dorchester,2007,126324,45035
South Carolina-Dorchester:2008,South Carolina-Dorchester,2008,130593,45035
South Carolina-Dorchester:2009,South Carolina-Dorchester,2009,133560,45035
South Carolina-Dorchester:2010,South Carolina-Dorchester,2010,137030,45035
South Carolina-Dorchester:2011,South Carolina-Dorchester,2011,140149,45035
South Carolina-Dorchester:2012,South Carolina-Dorchester,2012,142608,45035
South Carolina-Dorchester:2013,South Carolina-Dorchester,2013,145538,45035
South Carolina-Dorchester:2014,South Carolina-Dorchester,2014,148748,45035
South Carolina-Dorchester:2015,South Carolina-Dorchester,2015,152809,45035
South Carolina-Dorchester:2016,South Carolina-Dorchester,2016,156173,45035
South Carolina-Dorchester:2017,South Carolina-Dorchester,2017,158988,45035
South Carolina-Dorchester:2018,South Carolina-Dorchester,2018,160718,45035
South Carolina-Dorchester:2019,South Carolina-Dorchester,2019,162809,45035
South Carolina-Edgefield:2000,South Carolina-Edgefield,2000,24586,45037
South Carolina-Edgefield:2001,South Carolina-Edgefield,2001,24690,45037
South Carolina-Edgefield:2002,South Carolina-Edgefield,2002,24962,45037
South Carolina-Edgefield:2003,South Carolina-Edgefield,2003,25404,45037
South Carolina-Edgefield:2004,South Carolina-Edgefield,2004,25819,45037
South Carolina-Edgefield:2005,South Carolina-Edgefield,2005,26196,45037
South Carolina-Edgefield:2006,South Carolina-Edgefield,2006,26135,45037
South Carolina-Edgefield:2007,South Carolina-Edgefield,2007,26493,45037
South Carolina-Edgefield:2008,South Carolina-Edgefield,2008,26774,45037
South Carolina-Edgefield:2009,South Carolina-Edgefield,2009,27032,45037
South Carolina-Edgefield:2010,South Carolina-Edgefield,2010,26963,45037
South Carolina-Edgefield:2011,South Carolina-Edgefield,2011,26891,45037
South Carolina-Edgefield:2012,South Carolina-Edgefield,2012,26559,45037
South Carolina-Edgefield:2013,South Carolina-Edgefield,2013,26567,45037
South Carolina-Edgefield:2014,South Carolina-Edgefield,2014,26651,45037
South Carolina-Edgefield:2015,South Carolina-Edgefield,2015,26782,45037
South Carolina-Edgefield:2016,South Carolina-Edgefield,2016,26626,45037
South Carolina-Edgefield:2017,South Carolina-Edgefield,2017,26837,45037
South Carolina-Edgefield:2018,South Carolina-Edgefield,2018,27132,45037
South Carolina-Edgefield:2019,South Carolina-Edgefield,2019,27260,45037
South Carolina-Fairfield:2000,South Carolina-Fairfield,2000,23479,45039
South Carolina-Fairfield:2001,South Carolina-Fairfield,2001,23614,45039
South Carolina-Fairfield:2002,South Carolina-Fairfield,2002,23890,45039
South Carolina-Fairfield:2003,South Carolina-Fairfield,2003,23904,45039
South Carolina-Fairfield:2004,South Carolina-Fairfield,2004,24273,45039
South Carolina-Fairfield:2005,South Carolina-Fairfield,2005,24132,45039
South Carolina-Fairfield:2006,South Carolina-Fairfield,2006,24177,45039
South Carolina-Fairfield:2007,South Carolina-Fairfield,2007,23917,45039
South Carolina-Fairfield:2008,South Carolina-Fairfield,2008,24131,45039
South Carolina-Fairfield:2009,South Carolina-Fairfield,2009,24084,45039
South Carolina-Fairfield:2010,South Carolina-Fairfield,2010,23840,45039
South Carolina-Fairfield:2011,South Carolina-Fairfield,2011,23572,45039
South Carolina-Fairfield:2012,South Carolina-Fairfield,2012,23405,45039
South Carolina-Fairfield:2013,South Carolina-Fairfield,2013,23194,45039
South Carolina-Fairfield:2014,South Carolina-Fairfield,2014,23025,45039
South Carolina-Fairfield:2015,South Carolina-Fairfield,2015,22874,45039
South Carolina-Fairfield:2016,South Carolina-Fairfield,2016,22633,45039
South Carolina-Fairfield:2017,South Carolina-Fairfield,2017,22593,45039
South Carolina-Fairfield:2018,South Carolina-Fairfield,2018,22376,45039
South Carolina-Fairfield:2019,South Carolina-Fairfield,2019,22347,45039
South Carolina-Florence:2000,South Carolina-Florence,2000,125767,45041
South Carolina-Florence:2001,South Carolina-Florence,2001,126377,45041
South Carolina-Florence:2002,South Carolina-Florence,2002,127343,45041
South Carolina-Florence:2003,South Carolina-Florence,2003,128671,45041
South Carolina-Florence:2004,South Carolina-Florence,2004,129855,45041
South Carolina-Florence:2005,South Carolina-Florence,2005,130982,45041
South Carolina-Florence:2006,South Carolina-Florence,2006,132489,45041
South Carolina-Florence:2007,South Carolina-Florence,2007,133757,45041
South Carolina-Florence:2008,South Carolina-Florence,2008,135032,45041
South Carolina-Florence:2009,South Carolina-Florence,2009,136120,45041
South Carolina-Florence:2010,South Carolina-Florence,2010,137140,45041
South Carolina-Florence:2011,South Carolina-Florence,2011,137632,45041
South Carolina-Florence:2012,South Carolina-Florence,2012,137985,45041
South Carolina-Florence:2013,South Carolina-Florence,2013,138178,45041
South Carolina-Florence:2014,South Carolina-Florence,2014,138779,45041
South Carolina-Florence:2015,South Carolina-Florence,2015,138715,45041
South Carolina-Florence:2016,South Carolina-Florence,2016,138595,45041
South Carolina-Florence:2017,South Carolina-Florence,2017,138495,45041
South Carolina-Florence:2018,South Carolina-Florence,2018,138277,45041
South Carolina-Florence:2019,South Carolina-Florence,2019,138293,45041
South Carolina-Georgetown:2000,South Carolina-Georgetown,2000,56080,45043
South Carolina-Georgetown:2001,South Carolina-Georgetown,2001,56800,45043
South Carolina-Georgetown:2002,South Carolina-Georgetown,2002,57688,45043
South Carolina-Georgetown:2003,South Carolina-Georgetown,2003,58387,45043
South Carolina-Georgetown:2004,South Carolina-Georgetown,2004,59176,45043
South Carolina-Georgetown:2005,South Carolina-Georgetown,2005,59521,45043
South Carolina-Georgetown:2006,South Carolina-Georgetown,2006,59821,45043
South Carolina-Georgetown:2007,South Carolina-Georgetown,2007,60277,45043
South Carolina-Georgetown:2008,South Carolina-Georgetown,2008,60621,45043
South Carolina-Georgetown:2009,South Carolina-Georgetown,2009,60369,45043
South Carolina-Georgetown:2010,South Carolina-Georgetown,2010,60327,45043
South Carolina-Georgetown:2011,South Carolina-Georgetown,2011,60173,45043
South Carolina-Georgetown:2012,South Carolina-Georgetown,2012,60232,45043
South Carolina-Georgetown:2013,South Carolina-Georgetown,2013,60476,45043
South Carolina-Georgetown:2014,South Carolina-Georgetown,2014,60825,45043
South Carolina-Georgetown:2015,South Carolina-Georgetown,2015,61456,45043
South Carolina-Georgetown:2016,South Carolina-Georgetown,2016,61565,45043
South Carolina-Georgetown:2017,South Carolina-Georgetown,2017,61826,45043
South Carolina-Georgetown:2018,South Carolina-Georgetown,2018,62232,45043
South Carolina-Georgetown:2019,South Carolina-Georgetown,2019,62680,45043
South Carolina-Greenville:2000,South Carolina-Greenville,2000,380949,45045
South Carolina-Greenville:2001,South Carolina-Greenville,2001,385780,45045
South Carolina-Greenville:2002,South Carolina-Greenville,2002,390197,45045
South Carolina-Greenville:2003,South Carolina-Greenville,2003,394242,45045
South Carolina-Greenville:2004,South Carolina-Greenville,2004,399319,45045
South Carolina-Greenville:2005,South Carolina-Greenville,2005,405608,45045
South Carolina-Greenville:2006,South Carolina-Greenville,2006,415957,45045
South Carolina-Greenville:2007,South Carolina-Greenville,2007,427970,45045
South Carolina-Greenville:2008,South Carolina-Greenville,2008,438742,45045
South Carolina-Greenville:2009,South Carolina-Greenville,2009,446655,45045
South Carolina-Greenville:2010,South Carolina-Greenville,2010,452697,45045
South Carolina-Greenville:2011,South Carolina-Greenville,2011,458916,45045
South Carolina-Greenville:2012,South Carolina-Greenville,2012,466062,45045
South Carolina-Greenville:2013,South Carolina-Greenville,2013,473014,45045
South Carolina-Greenville:2014,South Carolina-Greenville,2014,481485,45045
South Carolina-Greenville:2015,South Carolina-Greenville,2015,490900,45045
South Carolina-Greenville:2016,South Carolina-Greenville,2016,499122,45045
South Carolina-Greenville:2017,South Carolina-Greenville,2017,506831,45045
South Carolina-Greenville:2018,South Carolina-Greenville,2018,514621,45045
South Carolina-Greenville:2019,South Carolina-Greenville,2019,523542,45045
South Carolina-Greenwood:2000,South Carolina-Greenwood,2000,66303,45047
South Carolina-Greenwood:2001,South Carolina-Greenwood,2001,66544,45047
South Carolina-Greenwood:2002,South Carolina-Greenwood,2002,66996,45047
South Carolina-Greenwood:2003,South Carolina-Greenwood,2003,67288,45047
South Carolina-Greenwood:2004,South Carolina-Greenwood,2004,67255,45047
South Carolina-Greenwood:2005,South Carolina-Greenwood,2005,67630,45047
South Carolina-Greenwood:2006,South Carolina-Greenwood,2006,68091,45047
South Carolina-Greenwood:2007,South Carolina-Greenwood,2007,68198,45047
South Carolina-Greenwood:2008,South Carolina-Greenwood,2008,68862,45047
South Carolina-Greenwood:2009,South Carolina-Greenwood,2009,69598,45047
South Carolina-Greenwood:2010,South Carolina-Greenwood,2010,69766,45047
South Carolina-Greenwood:2011,South Carolina-Greenwood,2011,69848,45047
South Carolina-Greenwood:2012,South Carolina-Greenwood,2012,69958,45047
South Carolina-Greenwood:2013,South Carolina-Greenwood,2013,69823,45047
South Carolina-Greenwood:2014,South Carolina-Greenwood,2014,69670,45047
South Carolina-Greenwood:2015,South Carolina-Greenwood,2015,69962,45047
South Carolina-Greenwood:2016,South Carolina-Greenwood,2016,70188,45047
South Carolina-Greenwood:2017,South Carolina-Greenwood,2017,70496,45047
South Carolina-Greenwood:2018,South Carolina-Greenwood,2018,70597,45047
South Carolina-Greenwood:2019,South Carolina-Greenwood,2019,70811,45047
South Carolina-Hampton:2000,South Carolina-Hampton,2000,21344,45049
South Carolina-Hampton:2001,South Carolina-Hampton,2001,21262,45049
South Carolina-Hampton:2002,South Carolina-Hampton,2002,21186,45049
South Carolina-Hampton:2003,South Carolina-Hampton,2003,21267,45049
South Carolina-Hampton:2004,South Carolina-Hampton,2004,21072,45049
South Carolina-Hampton:2005,South Carolina-Hampton,2005,21109,45049
South Carolina-Hampton:2006,South Carolina-Hampton,2006,21104,45049
South Carolina-Hampton:2007,South Carolina-Hampton,2007,21295,45049
South Carolina-Hampton:2008,South Carolina-Hampton,2008,21212,45049
South Carolina-Hampton:2009,South Carolina-Hampton,2009,21205,45049
South Carolina-Hampton:2010,South Carolina-Hampton,2010,21073,45049
South Carolina-Hampton:2011,South Carolina-Hampton,2011,20796,45049
South Carolina-Hampton:2012,South Carolina-Hampton,2012,20737,45049
South Carolina-Hampton:2013,South Carolina-Hampton,2013,20386,45049
South Carolina-Hampton:2014,South Carolina-Hampton,2014,20427,45049
South Carolina-Hampton:2015,South Carolina-Hampton,2015,19963,45049
South Carolina-Hampton:2016,South Carolina-Hampton,2016,19789,45049
South Carolina-Hampton:2017,South Carolina-Hampton,2017,19498,45049
South Carolina-Hampton:2018,South Carolina-Hampton,2018,19348,45049
South Carolina-Hampton:2019,South Carolina-Hampton,2019,19222,45049
South Carolina-Horry:2000,South Carolina-Horry,2000,198019,45051
South Carolina-Horry:2001,South Carolina-Horry,2001,201982,45051
South Carolina-Horry:2002,South Carolina-Horry,2002,206566,45051
South Carolina-Horry:2003,South Carolina-Horry,2003,211725,45051
South Carolina-Horry:2004,South Carolina-Horry,2004,219094,45051
South Carolina-Horry:2005,South Carolina-Horry,2005,229899,45051
South Carolina-Horry:2006,South Carolina-Horry,2006,242194,45051
South Carolina-Horry:2007,South Carolina-Horry,2007,252464,45051
South Carolina-Horry:2008,South Carolina-Horry,2008,260609,45051
South Carolina-Horry:2009,South Carolina-Horry,2009,265640,45051
South Carolina-Horry:2010,South Carolina-Horry,2010,270274,45051
South Carolina-Horry:2011,South Carolina-Horry,2011,275465,45051
South Carolina-Horry:2012,South Carolina-Horry,2012,281286,45051
South Carolina-Horry:2013,South Carolina-Horry,2013,288783,45051
South Carolina-Horry:2014,South Carolina-Horry,2014,297760,45051
South Carolina-Horry:2015,South Carolina-Horry,2015,308987,45051
South Carolina-Horry:2016,South Carolina-Horry,2016,321033,45051
South Carolina-Horry:2017,South Carolina-Horry,2017,332655,45051
South Carolina-Horry:2018,South Carolina-Horry,2018,344105,45051
South Carolina-Horry:2019,South Carolina-Horry,2019,354081,45051
South Carolina-Jasper:2000,South Carolina-Jasper,2000,20721,45053
South Carolina-Jasper:2001,South Carolina-Jasper,2001,21024,45053
South Carolina-Jasper:2002,South Carolina-Jasper,2002,21102,45053
South Carolina-Jasper:2003,South Carolina-Jasper,2003,21236,45053
South Carolina-Jasper:2004,South Carolina-Jasper,2004,21456,45053
South Carolina-Jasper:2005,South Carolina-Jasper,2005,21845,45053
South Carolina-Jasper:2006,South Carolina-Jasper,2006,22406,45053
South Carolina-Jasper:2007,South Carolina-Jasper,2007,22971,45053
South Carolina-Jasper:2008,South Carolina-Jasper,2008,23620,45053
South Carolina-Jasper:2009,South Carolina-Jasper,2009,24234,45053
South Carolina-Jasper:2010,South Carolina-Jasper,2010,24948,45053
South Carolina-Jasper:2011,South Carolina-Jasper,2011,25298,45053
South Carolina-Jasper:2012,South Carolina-Jasper,2012,25730,45053
South Carolina-Jasper:2013,South Carolina-Jasper,2013,26330,45053
South Carolina-Jasper:2014,South Carolina-Jasper,2014,26685,45053
South Carolina-Jasper:2015,South Carolina-Jasper,2015,27460,45053
South Carolina-Jasper:2016,South Carolina-Jasper,2016,28085,45053
South Carolina-Jasper:2017,South Carolina-Jasper,2017,28522,45053
South Carolina-Jasper:2018,South Carolina-Jasper,2018,29147,45053
South Carolina-Jasper:2019,South Carolina-Jasper,2019,30073,45053
South Carolina-Kershaw:2000,South Carolina-Kershaw,2000,52851,45055
South Carolina-Kershaw:2001,South Carolina-Kershaw,2001,53474,45055
South Carolina-Kershaw:2002,South Carolina-Kershaw,2002,53714,45055
South Carolina-Kershaw:2003,South Carolina-Kershaw,2003,54614,45055
South Carolina-Kershaw:2004,South Carolina-Kershaw,2004,55415,45055
South Carolina-Kershaw:2005,South Carolina-Kershaw,2005,56506,45055
South Carolina-Kershaw:2006,South Carolina-Kershaw,2006,58060,45055
South Carolina-Kershaw:2007,South Carolina-Kershaw,2007,59380,45055
South Carolina-Kershaw:2008,South Carolina-Kershaw,2008,60395,45055
South Carolina-Kershaw:2009,South Carolina-Kershaw,2009,61143,45055
South Carolina-Kershaw:2010,South Carolina-Kershaw,2010,61710,45055
South Carolina-Kershaw:2011,South Carolina-Kershaw,2011,62130,45055
South Carolina-Kershaw:2012,South Carolina-Kershaw,2012,62293,45055
South Carolina-Kershaw:2013,South Carolina-Kershaw,2013,62592,45055
South Carolina-Kershaw:2014,South Carolina-Kershaw,2014,63183,45055
South Carolina-Kershaw:2015,South Carolina-Kershaw,2015,63661,45055
South Carolina-Kershaw:2016,South Carolina-Kershaw,2016,64333,45055
South Carolina-Kershaw:2017,South Carolina-Kershaw,2017,65213,45055
South Carolina-Kershaw:2018,South Carolina-Kershaw,2018,65802,45055
South Carolina-Kershaw:2019,South Carolina-Kershaw,2019,66551,45055
South Carolina-Lancaster:2000,South Carolina-Lancaster,2000,61571,45057
South Carolina-Lancaster:2001,South Carolina-Lancaster,2001,62250,45057
South Carolina-Lancaster:2002,South Carolina-Lancaster,2002,63282,45057
South Carolina-Lancaster:2003,South Carolina-Lancaster,2003,64210,45057
South Carolina-Lancaster:2004,South Carolina-Lancaster,2004,65079,45057
South Carolina-Lancaster:2005,South Carolina-Lancaster,2005,65875,45057
South Carolina-Lancaster:2006,South Carolina-Lancaster,2006,66992,45057
South Carolina-Lancaster:2007,South Carolina-Lancaster,2007,69504,45057
South Carolina-Lancaster:2008,South Carolina-Lancaster,2008,72733,45057
South Carolina-Lancaster:2009,South Carolina-Lancaster,2009,75394,45057
South Carolina-Lancaster:2010,South Carolina-Lancaster,2010,76971,45057
South Carolina-Lancaster:2011,South Carolina-Lancaster,2011,77850,45057
South Carolina-Lancaster:2012,South Carolina-Lancaster,2012,79315,45057
South Carolina-Lancaster:2013,South Carolina-Lancaster,2013,80649,45057
South Carolina-Lancaster:2014,South Carolina-Lancaster,2014,83429,45057
South Carolina-Lancaster:2015,South Carolina-Lancaster,2015,86261,45057
South Carolina-Lancaster:2016,South Carolina-Lancaster,2016,89823,45057
South Carolina-Lancaster:2017,South Carolina-Lancaster,2017,92411,45057
South Carolina-Lancaster:2018,South Carolina-Lancaster,2018,95035,45057
