district_year,location,year,POP,fips
Illinois-Piatt:2013,Illinois-Piatt,2013,16429,17147
Illinois-Piatt:2014,Illinois-Piatt,2014,16409,17147
Illinois-Piatt:2015,Illinois-Piatt,2015,16350,17147
Illinois-Piatt:2016,Illinois-Piatt,2016,16524,17147
Illinois-Piatt:2017,Illinois-Piatt,2017,16422,17147
Illinois-Piatt:2018,Illinois-Piatt,2018,16366,17147
Illinois-Piatt:2019,Illinois-Piatt,2019,16344,17147
Illinois-Pike:2000,Illinois-Pike,2000,17320,17149
Illinois-Pike:2001,Illinois-Pike,2001,17178,17149
Illinois-Pike:2002,Illinois-Pike,2002,17031,17149
Illinois-Pike:2003,Illinois-Pike,2003,16866,17149
Illinois-Pike:2004,Illinois-Pike,2004,16910,17149
Illinois-Pike:2005,Illinois-Pike,2005,16862,17149
Illinois-Pike:2006,Illinois-Pike,2006,16632,17149
Illinois-Pike:2007,Illinois-Pike,2007,16772,17149
Illinois-Pike:2008,Illinois-Pike,2008,16615,17149
Illinois-Pike:2009,Illinois-Pike,2009,16473,17149
Illinois-Pike:2010,Illinois-Pike,2010,16394,17149
Illinois-Pike:2011,Illinois-Pike,2011,16348,17149
Illinois-Pike:2012,Illinois-Pike,2012,16234,17149
Illinois-Pike:2013,Illinois-Pike,2013,16071,17149
Illinois-Pike:2014,Illinois-Pike,2014,15956,17149
Illinois-Pike:2015,Illinois-Pike,2015,15795,17149
Illinois-Pike:2016,Illinois-Pike,2016,15742,17149
Illinois-Pike:2017,Illinois-Pike,2017,15668,17149
Illinois-Pike:2018,Illinois-Pike,2018,15595,17149
Illinois-Pike:2019,Illinois-Pike,2019,15561,17149
Illinois-Pope:2000,Illinois-Pope,2000,4411,17151
Illinois-Pope:2001,Illinois-Pope,2001,4376,17151
Illinois-Pope:2002,Illinois-Pope,2002,4334,17151
Illinois-Pope:2003,Illinois-Pope,2003,4393,17151
Illinois-Pope:2004,Illinois-Pope,2004,4424,17151
Illinois-Pope:2005,Illinois-Pope,2005,4346,17151
Illinois-Pope:2006,Illinois-Pope,2006,4397,17151
Illinois-Pope:2007,Illinois-Pope,2007,4439,17151
Illinois-Pope:2008,Illinois-Pope,2008,4393,17151
Illinois-Pope:2009,Illinois-Pope,2009,4431,17151
Illinois-Pope:2010,Illinois-Pope,2010,4474,17151
Illinois-Pope:2011,Illinois-Pope,2011,4498,17151
Illinois-Pope:2012,Illinois-Pope,2012,4459,17151
Illinois-Pope:2013,Illinois-Pope,2013,4457,17151
Illinois-Pope:2014,Illinois-Pope,2014,4375,17151
Illinois-Pope:2015,Illinois-Pope,2015,4291,17151
Illinois-Pope:2016,Illinois-Pope,2016,4182,17151
Illinois-Pope:2017,Illinois-Pope,2017,4183,17151
Illinois-Pope:2018,Illinois-Pope,2018,4184,17151
Illinois-Pope:2019,Illinois-Pope,2019,4177,17151
Illinois-Pulaski:2000,Illinois-Pulaski,2000,7294,17153
Illinois-Pulaski:2001,Illinois-Pulaski,2001,7118,17153
Illinois-Pulaski:2002,Illinois-Pulaski,2002,7001,17153
Illinois-Pulaski:2003,Illinois-Pulaski,2003,6859,17153
Illinois-Pulaski:2004,Illinois-Pulaski,2004,6733,17153
Illinois-Pulaski:2005,Illinois-Pulaski,2005,6575,17153
Illinois-Pulaski:2006,Illinois-Pulaski,2006,6434,17153
Illinois-Pulaski:2007,Illinois-Pulaski,2007,6359,17153
Illinois-Pulaski:2008,Illinois-Pulaski,2008,6198,17153
Illinois-Pulaski:2009,Illinois-Pulaski,2009,6164,17153
Illinois-Pulaski:2010,Illinois-Pulaski,2010,6126,17153
Illinois-Pulaski:2011,Illinois-Pulaski,2011,5986,17153
Illinois-Pulaski:2012,Illinois-Pulaski,2012,5962,17153
Illinois-Pulaski:2013,Illinois-Pulaski,2013,5893,17153
Illinois-Pulaski:2014,Illinois-Pulaski,2014,5797,17153
Illinois-Pulaski:2015,Illinois-Pulaski,2015,5657,17153
Illinois-Pulaski:2016,Illinois-Pulaski,2016,5604,17153
Illinois-Pulaski:2017,Illinois-Pulaski,2017,5520,17153
Illinois-Pulaski:2018,Illinois-Pulaski,2018,5434,17153
Illinois-Pulaski:2019,Illinois-Pulaski,2019,5335,17153
Illinois-Putnam:2000,Illinois-Putnam,2000,6065,17155
Illinois-Putnam:2001,Illinois-Putnam,2001,6052,17155
Illinois-Putnam:2002,Illinois-Putnam,2002,6061,17155
Illinois-Putnam:2003,Illinois-Putnam,2003,6074,17155
Illinois-Putnam:2004,Illinois-Putnam,2004,6015,17155
Illinois-Putnam:2005,Illinois-Putnam,2005,5977,17155
Illinois-Putnam:2006,Illinois-Putnam,2006,5931,17155
Illinois-Putnam:2007,Illinois-Putnam,2007,5987,17155
Illinois-Putnam:2008,Illinois-Putnam,2008,5989,17155
Illinois-Putnam:2009,Illinois-Putnam,2009,5997,17155
Illinois-Putnam:2010,Illinois-Putnam,2010,6012,17155
Illinois-Putnam:2011,Illinois-Putnam,2011,5976,17155
Illinois-Putnam:2012,Illinois-Putnam,2012,5910,17155
Illinois-Putnam:2013,Illinois-Putnam,2013,5855,17155
Illinois-Putnam:2014,Illinois-Putnam,2014,5832,17155
Illinois-Putnam:2015,Illinois-Putnam,2015,5727,17155
Illinois-Putnam:2016,Illinois-Putnam,2016,5710,17155
Illinois-Putnam:2017,Illinois-Putnam,2017,5694,17155
Illinois-Putnam:2018,Illinois-Putnam,2018,5736,17155
Illinois-Putnam:2019,Illinois-Putnam,2019,5739,17155
Illinois-Randolph:2000,Illinois-Randolph,2000,33910,17157
Illinois-Randolph:2001,Illinois-Randolph,2001,34127,17157
Illinois-Randolph:2002,Illinois-Randolph,2002,33512,17157
Illinois-Randolph:2003,Illinois-Randolph,2003,33410,17157
Illinois-Randolph:2004,Illinois-Randolph,2004,33714,17157
Illinois-Randolph:2005,Illinois-Randolph,2005,33588,17157
Illinois-Randolph:2006,Illinois-Randolph,2006,33688,17157
Illinois-Randolph:2007,Illinois-Randolph,2007,33598,17157
Illinois-Randolph:2008,Illinois-Randolph,2008,33584,17157
Illinois-Randolph:2009,Illinois-Randolph,2009,33528,17157
Illinois-Randolph:2010,Illinois-Randolph,2010,33464,17157
Illinois-Randolph:2011,Illinois-Randolph,2011,33425,17157
Illinois-Randolph:2012,Illinois-Randolph,2012,33075,17157
Illinois-Randolph:2013,Illinois-Randolph,2013,33175,17157
Illinois-Randolph:2014,Illinois-Randolph,2014,33138,17157
Illinois-Randolph:2015,Illinois-Randolph,2015,32806,17157
Illinois-Randolph:2016,Illinois-Randolph,2016,32414,17157
Illinois-Randolph:2017,Illinois-Randolph,2017,32297,17157
Illinois-Randolph:2018,Illinois-Randolph,2018,32177,17157
Illinois-Randolph:2019,Illinois-Randolph,2019,31782,17157
Illinois-Richland:2000,Illinois-Richland,2000,16259,17159
Illinois-Richland:2001,Illinois-Richland,2001,16162,17159
Illinois-Richland:2002,Illinois-Richland,2002,16326,17159
Illinois-Richland:2003,Illinois-Richland,2003,16305,17159
Illinois-Richland:2004,Illinois-Richland,2004,16270,17159
Illinois-Richland:2005,Illinois-Richland,2005,16258,17159
Illinois-Richland:2006,Illinois-Richland,2006,16171,17159
Illinois-Richland:2007,Illinois-Richland,2007,16153,17159
Illinois-Richland:2008,Illinois-Richland,2008,16061,17159
Illinois-Richland:2009,Illinois-Richland,2009,16229,17159
Illinois-Richland:2010,Illinois-Richland,2010,16194,17159
Illinois-Richland:2011,Illinois-Richland,2011,16190,17159
Illinois-Richland:2012,Illinois-Richland,2012,16134,17159
Illinois-Richland:2013,Illinois-Richland,2013,16008,17159
Illinois-Richland:2014,Illinois-Richland,2014,16020,17159
Illinois-Richland:2015,Illinois-Richland,2015,15957,17159
Illinois-Richland:2016,Illinois-Richland,2016,15829,17159
Illinois-Richland:2017,Illinois-Richland,2017,15837,17159
Illinois-Richland:2018,Illinois-Richland,2018,15695,17159
Illinois-Richland:2019,Illinois-Richland,2019,15513,17159
Illinois-Rock Island:2000,Illinois-Rock Island,2000,149134,17161
Illinois-Rock Island:2001,Illinois-Rock Island,2001,148734,17161
Illinois-Rock Island:2002,Illinois-Rock Island,2002,148286,17161
Illinois-Rock Island:2003,Illinois-Rock Island,2003,147384,17161
Illinois-Rock Island:2004,Illinois-Rock Island,2004,147291,17161
Illinois-Rock Island:2005,Illinois-Rock Island,2005,147067,17161
Illinois-Rock Island:2006,Illinois-Rock Island,2006,147131,17161
Illinois-Rock Island:2007,Illinois-Rock Island,2007,147918,17161
Illinois-Rock Island:2008,Illinois-Rock Island,2008,147501,17161
Illinois-Rock Island:2009,Illinois-Rock Island,2009,147552,17161
Illinois-Rock Island:2010,Illinois-Rock Island,2010,147610,17161
Illinois-Rock Island:2011,Illinois-Rock Island,2011,147457,17161
Illinois-Rock Island:2012,Illinois-Rock Island,2012,147672,17161
Illinois-Rock Island:2013,Illinois-Rock Island,2013,147650,17161
Illinois-Rock Island:2014,Illinois-Rock Island,2014,147035,17161
Illinois-Rock Island:2015,Illinois-Rock Island,2015,146094,17161
Illinois-Rock Island:2016,Illinois-Rock Island,2016,144943,17161
Illinois-Rock Island:2017,Illinois-Rock Island,2017,143828,17161
Illinois-Rock Island:2018,Illinois-Rock Island,2018,142621,17161
Illinois-Rock Island:2019,Illinois-Rock Island,2019,141879,17161
Illinois-St. Clair:2000,Illinois-St. Clair,2000,256462,17163
Illinois-St. Clair:2001,Illinois-St. Clair,2001,256540,17163
Illinois-St. Clair:2002,Illinois-St. Clair,2002,257952,17163
Illinois-St. Clair:2003,Illinois-St. Clair,2003,258448,17163
Illinois-St. Clair:2004,Illinois-St. Clair,2004,260214,17163
Illinois-St. Clair:2005,Illinois-St. Clair,2005,261255,17163
Illinois-St. Clair:2006,Illinois-St. Clair,2006,263445,17163
Illinois-St. Clair:2007,Illinois-St. Clair,2007,264764,17163
Illinois-St. Clair:2008,Illinois-St. Clair,2008,266518,17163
Illinois-St. Clair:2009,Illinois-St. Clair,2009,268489,17163
Illinois-St. Clair:2010,Illinois-St. Clair,2010,270353,17163
Illinois-St. Clair:2011,Illinois-St. Clair,2011,270048,17163
Illinois-St. Clair:2012,Illinois-St. Clair,2012,268673,17163
Illinois-St. Clair:2013,Illinois-St. Clair,2013,266831,17163
Illinois-St. Clair:2014,Illinois-St. Clair,2014,265941,17163
Illinois-St. Clair:2015,Illinois-St. Clair,2015,264858,17163
Illinois-St. Clair:2016,Illinois-St. Clair,2016,263187,17163
Illinois-St. Clair:2017,Illinois-St. Clair,2017,262600,17163
Illinois-St. Clair:2018,Illinois-St. Clair,2018,261360,17163
Illinois-St. Clair:2019,Illinois-St. Clair,2019,259686,17163
Illinois-Saline:2000,Illinois-Saline,2000,26603,17165
Illinois-Saline:2001,Illinois-Saline,2001,26249,17165
Illinois-Saline:2002,Illinois-Saline,2002,26060,17165
Illinois-Saline:2003,Illinois-Saline,2003,25832,17165
Illinois-Saline:2004,Illinois-Saline,2004,25763,17165
Illinois-Saline:2005,Illinois-Saline,2005,25526,17165
Illinois-Saline:2006,Illinois-Saline,2006,25482,17165
Illinois-Saline:2007,Illinois-Saline,2007,25390,17165
Illinois-Saline:2008,Illinois-Saline,2008,25140,17165
Illinois-Saline:2009,Illinois-Saline,2009,24911,17165
Illinois-Saline:2010,Illinois-Saline,2010,24902,17165
Illinois-Saline:2011,Illinois-Saline,2011,24907,17165
Illinois-Saline:2012,Illinois-Saline,2012,24914,17165
Illinois-Saline:2013,Illinois-Saline,2013,24803,17165
Illinois-Saline:2014,Illinois-Saline,2014,24496,17165
Illinois-Saline:2015,Illinois-Saline,2015,24495,17165
Illinois-Saline:2016,Illinois-Saline,2016,24230,17165
Illinois-Saline:2017,Illinois-Saline,2017,23963,17165
Illinois-Saline:2018,Illinois-Saline,2018,23789,17165
Illinois-Saline:2019,Illinois-Saline,2019,23491,17165
Illinois-Sangamon:2000,Illinois-Sangamon,2000,189152,17167
Illinois-Sangamon:2001,Illinois-Sangamon,2001,189924,17167
Illinois-Sangamon:2002,Illinois-Sangamon,2002,190756,17167
Illinois-Sangamon:2003,Illinois-Sangamon,2003,191339,17167
Illinois-Sangamon:2004,Illinois-Sangamon,2004,191885,17167
Illinois-Sangamon:2005,Illinois-Sangamon,2005,192432,17167
Illinois-Sangamon:2006,Illinois-Sangamon,2006,193317,17167
Illinois-Sangamon:2007,Illinois-Sangamon,2007,194025,17167
Illinois-Sangamon:2008,Illinois-Sangamon,2008,195094,17167
Illinois-Sangamon:2009,Illinois-Sangamon,2009,196180,17167
Illinois-Sangamon:2010,Illinois-Sangamon,2010,197769,17167
Illinois-Sangamon:2011,Illinois-Sangamon,2011,199038,17167
Illinois-Sangamon:2012,Illinois-Sangamon,2012,199404,17167
Illinois-Sangamon:2013,Illinois-Sangamon,2013,199141,17167
Illinois-Sangamon:2014,Illinois-Sangamon,2014,199184,17167
Illinois-Sangamon:2015,Illinois-Sangamon,2015,198898,17167
Illinois-Sangamon:2016,Illinois-Sangamon,2016,198026,17167
Illinois-Sangamon:2017,Illinois-Sangamon,2017,197072,17167
Illinois-Sangamon:2018,Illinois-Sangamon,2018,195639,17167
Illinois-Sangamon:2019,Illinois-Sangamon,2019,194672,17167
Illinois-Schuyler:2000,Illinois-Schuyler,2000,7199,17169
Illinois-Schuyler:2001,Illinois-Schuyler,2001,7123,17169
Illinois-Schuyler:2002,Illinois-Schuyler,2002,7175,17169
Illinois-Schuyler:2003,Illinois-Schuyler,2003,7236,17169
Illinois-Schuyler:2004,Illinois-Schuyler,2004,7374,17169
Illinois-Schuyler:2005,Illinois-Schuyler,2005,7508,17169
Illinois-Schuyler:2006,Illinois-Schuyler,2006,7513,17169
Illinois-Schuyler:2007,Illinois-Schuyler,2007,7545,17169
Illinois-Schuyler:2008,Illinois-Schuyler,2008,7543,17169
Illinois-Schuyler:2009,Illinois-Schuyler,2009,7489,17169
Illinois-Schuyler:2010,Illinois-Schuyler,2010,7535,17169
Illinois-Schuyler:2011,Illinois-Schuyler,2011,7464,17169
Illinois-Schuyler:2012,Illinois-Schuyler,2012,7456,17169
Illinois-Schuyler:2013,Illinois-Schuyler,2013,7392,17169
Illinois-Schuyler:2014,Illinois-Schuyler,2014,7261,17169
Illinois-Schuyler:2015,Illinois-Schuyler,2015,7151,17169
Illinois-Schuyler:2016,Illinois-Schuyler,2016,7030,17169
Illinois-Schuyler:2017,Illinois-Schuyler,2017,6948,17169
Illinois-Schuyler:2018,Illinois-Schuyler,2018,6870,17169
Illinois-Schuyler:2019,Illinois-Schuyler,2019,6768,17169
Illinois-Scott:2000,Illinois-Scott,2000,5549,17171
Illinois-Scott:2001,Illinois-Scott,2001,5541,17171
Illinois-Scott:2002,Illinois-Scott,2002,5505,17171
Illinois-Scott:2003,Illinois-Scott,2003,5507,17171
Illinois-Scott:2004,Illinois-Scott,2004,5467,17171
Illinois-Scott:2005,Illinois-Scott,2005,5457,17171
Illinois-Scott:2006,Illinois-Scott,2006,5392,17171
Illinois-Scott:2007,Illinois-Scott,2007,5388,17171
Illinois-Scott:2008,Illinois-Scott,2008,5373,17171
Illinois-Scott:2009,Illinois-Scott,2009,5373,17171
Illinois-Scott:2010,Illinois-Scott,2010,5327,17171
Illinois-Scott:2011,Illinois-Scott,2011,5229,17171
Illinois-Scott:2012,Illinois-Scott,2012,5287,17171
Illinois-Scott:2013,Illinois-Scott,2013,5211,17171
Illinois-Scott:2014,Illinois-Scott,2014,5170,17171
Illinois-Scott:2015,Illinois-Scott,2015,5110,17171
Illinois-Scott:2016,Illinois-Scott,2016,5052,17171
Illinois-Scott:2017,Illinois-Scott,2017,4983,17171
Illinois-Scott:2018,Illinois-Scott,2018,4927,17171
Illinois-Scott:2019,Illinois-Scott,2019,4951,17171
Illinois-Shelby:2000,Illinois-Shelby,2000,22850,17173
Illinois-Shelby:2001,Illinois-Shelby,2001,22702,17173
Illinois-Shelby:2002,Illinois-Shelby,2002,22656,17173
Illinois-Shelby:2003,Illinois-Shelby,2003,22625,17173
Illinois-Shelby:2004,Illinois-Shelby,2004,22484,17173
Illinois-Shelby:2005,Illinois-Shelby,2005,22445,17173
Illinois-Shelby:2006,Illinois-Shelby,2006,22379,17173
Illinois-Shelby:2007,Illinois-Shelby,2007,22314,17173
Illinois-Shelby:2008,Illinois-Shelby,2008,22398,17173
Illinois-Shelby:2009,Illinois-Shelby,2009,22386,17173
Illinois-Shelby:2010,Illinois-Shelby,2010,22354,17173
Illinois-Shelby:2011,Illinois-Shelby,2011,22278,17173
Illinois-Shelby:2012,Illinois-Shelby,2012,22203,17173
Illinois-Shelby:2013,Illinois-Shelby,2013,22137,17173
Illinois-Shelby:2014,Illinois-Shelby,2014,22102,17173
Illinois-Shelby:2015,Illinois-Shelby,2015,21819,17173
Illinois-Shelby:2016,Illinois-Shelby,2016,21733,17173
Illinois-Shelby:2017,Illinois-Shelby,2017,21774,17173
Illinois-Shelby:2018,Illinois-Shelby,2018,21726,17173
Illinois-Shelby:2019,Illinois-Shelby,2019,21634,17173
Illinois-Stark:2000,Illinois-Stark,2000,6317,17175
Illinois-Stark:2001,Illinois-Stark,2001,6308,17175
Illinois-Stark:2002,Illinois-Stark,2002,6268,17175
Illinois-Stark:2003,Illinois-Stark,2003,6196,17175
Illinois-Stark:2004,Illinois-Stark,2004,6172,17175
Illinois-Stark:2005,Illinois-Stark,2005,6136,17175
Illinois-Stark:2006,Illinois-Stark,2006,6156,17175
Illinois-Stark:2007,Illinois-Stark,2007,6143,17175
Illinois-Stark:2008,Illinois-Stark,2008,6109,17175
Illinois-Stark:2009,Illinois-Stark,2009,6043,17175
Illinois-Stark:2010,Illinois-Stark,2010,5969,17175
Illinois-Stark:2011,Illinois-Stark,2011,5842,17175
Illinois-Stark:2012,Illinois-Stark,2012,5739,17175
Illinois-Stark:2013,Illinois-Stark,2013,5705,17175
Illinois-Stark:2014,Illinois-Stark,2014,5601,17175
Illinois-Stark:2015,Illinois-Stark,2015,5505,17175
Illinois-Stark:2016,Illinois-Stark,2016,5512,17175
Illinois-Stark:2017,Illinois-Stark,2017,5457,17175
Illinois-Stark:2018,Illinois-Stark,2018,5418,17175
Illinois-Stark:2019,Illinois-Stark,2019,5342,17175
Illinois-Stephenson:2000,Illinois-Stephenson,2000,48920,17177
Illinois-Stephenson:2001,Illinois-Stephenson,2001,48625,17177
Illinois-Stephenson:2002,Illinois-Stephenson,2002,48367,17177
Illinois-Stephenson:2003,Illinois-Stephenson,2003,48503,17177
Illinois-Stephenson:2004,Illinois-Stephenson,2004,48479,17177
Illinois-Stephenson:2005,Illinois-Stephenson,2005,48105,17177
Illinois-Stephenson:2006,Illinois-Stephenson,2006,47917,17177
Illinois-Stephenson:2007,Illinois-Stephenson,2007,47794,17177
Illinois-Stephenson:2008,Illinois-Stephenson,2008,47805,17177
Illinois-Stephenson:2009,Illinois-Stephenson,2009,47792,17177
Illinois-Stephenson:2010,Illinois-Stephenson,2010,47606,17177
Illinois-Stephenson:2011,Illinois-Stephenson,2011,47323,17177
Illinois-Stephenson:2012,Illinois-Stephenson,2012,46886,17177
Illinois-Stephenson:2013,Illinois-Stephenson,2013,46671,17177
Illinois-Stephenson:2014,Illinois-Stephenson,2014,46269,17177
Illinois-Stephenson:2015,Illinois-Stephenson,2015,45668,17177
Illinois-Stephenson:2016,Illinois-Stephenson,2016,45503,17177
